GPS Time (sec),day_index,Density_New (kg/m^3),Density_pre (kg/m³),F10.7_OBS,F10.7_OBS_CENTER81,AP,log_rho_true,log_rho_pre,log_rho_true_norm,log_rho_pre_norm,F10.7_OBS_norm,F10.7_OBS_CENTER81_norm,AP_norm
7.32000000e+04,30,1.57900000e-12,2.91488190e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18016179e+01,-1.15353790e+01,-5.54297125e-02,2.91968011e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.32600000e+04,30,1.56300000e-12,2.98291915e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18060410e+01,-1.15253585e+01,-7.86151717e-02,3.48351163e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.33200000e+04,30,1.66600000e-12,3.05514740e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17783250e+01,-1.15149678e+01,6.66677919e-02,4.06817160e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.33800000e+04,30,1.74600000e-12,3.12700107e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17579558e+01,-1.15048720e+01,1.73440120e-01,4.63624253e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.34400000e+04,30,1.81200000e-12,3.19042593e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17418418e+01,-1.14961513e+01,2.57906904e-01,5.12693269e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.35000000e+04,30,1.77900000e-12,3.23494591e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17498241e+01,-1.14901330e+01,2.16065244e-01,5.46557177e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.35600000e+04,30,1.92000000e-12,3.25063622e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17166988e+01,-1.14880316e+01,3.89702696e-01,5.58380969e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.36200000e+04,30,2.03500000e-12,3.23126522e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16914356e+01,-1.14906274e+01,5.22128293e-01,5.43775204e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.36800000e+04,30,2.01500000e-12,3.17674552e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16957249e+01,-1.14980176e+01,4.99644134e-01,5.02192367e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.37400000e+04,30,1.81700000e-12,3.09335013e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17406451e+01,-1.15095709e+01,2.64179993e-01,4.37184342e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.38000000e+04,30,1.67500000e-12,2.99177490e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17759852e+01,-1.15240711e+01,7.89327263e-02,3.55595249e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.38600000e+04,30,1.54400000e-12,2.88409609e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18113527e+01,-1.15399903e+01,-1.06458164e-01,2.66021643e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.39200000e+04,30,1.40800000e-12,2.78104569e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18513973e+01,-1.15557919e+01,-3.16365804e-01,1.77109666e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.39800000e+04,30,1.20300000e-12,2.69014734e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.19197344e+01,-1.15702239e+01,-6.74577633e-01,9.59038005e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.40400000e+04,30,1.02900000e-12,2.61592425e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.19875846e+01,-1.15823748e+01,-1.03023787e+00,2.75334672e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.41000000e+04,30,1.07800000e-12,2.55956602e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.19673812e+01,-1.15918337e+01,-9.24334929e-01,-2.56891807e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.41600000e+04,30,1.29800000e-12,2.52014858e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18867253e+01,-1.15985739e+01,-5.01549364e-01,-6.36146784e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.42200000e+04,30,1.38200000e-12,2.49515578e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18594920e+01,-1.16029023e+01,-3.58796471e-01,-8.79700475e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.42800000e+04,30,1.37200000e-12,2.48118412e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18626459e+01,-1.16053410e+01,-3.75328880e-01,-1.01691894e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.43400000e+04,30,1.38600000e-12,2.47461985e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18582368e+01,-1.16064915e+01,-3.52216980e-01,-1.08165494e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.44000000e+04,30,1.32800000e-12,2.47258414e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18768019e+01,-1.16068489e+01,-4.49532571e-01,-1.10176576e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.44600000e+04,30,1.43800000e-12,2.47296197e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18422411e+01,-1.16067826e+01,-2.68370296e-01,-1.09803195e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.45200000e+04,30,1.52800000e-12,2.47517658e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18158766e+01,-1.16063938e+01,-1.30171947e-01,-1.07615787e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.45800000e+04,30,1.47300000e-12,2.47986242e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18317973e+01,-1.16055724e+01,-2.13625239e-01,-1.02993960e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.46400000e+04,30,1.44000000e-12,2.48911951e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18416375e+01,-1.16039543e+01,-2.65206289e-01,-9.38889334e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.47000000e+04,30,1.51200000e-12,2.50597087e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.18204482e+01,-1.16010240e+01,-1.54135354e-01,-7.74009822e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.47600000e+04,30,1.72600000e-12,2.53432172e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17629592e+01,-1.15961383e+01,1.47212842e-01,-4.99101217e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.48200000e+04,30,1.86300000e-12,2.57827118e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.17297871e+01,-1.15886714e+01,3.21095523e-01,-7.89588370e-03,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.48800000e+04,30,2.04000000e-12,2.64192869e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16903698e+01,-1.15780789e+01,5.27714805e-01,5.17056610e-02,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.49400000e+04,30,2.13400000e-12,2.72863794e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16708056e+01,-1.15640541e+01,6.30267480e-01,1.30620110e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.50000000e+04,30,2.20100000e-12,2.84100464e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16573800e+01,-1.15465281e+01,7.00642484e-01,2.29235044e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.50600000e+04,30,2.23200000e-12,2.98029828e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16513058e+01,-1.15257403e+01,7.32482200e-01,3.46203141e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.51200000e+04,30,2.08500000e-12,3.14605837e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16808939e+01,-1.15022332e+01,5.77385924e-01,4.78471873e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.51800000e+04,30,2.16700000e-12,3.33609859e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16641411e+01,-1.14767611e+01,6.65201709e-01,6.21797519e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.52400000e+04,30,2.20900000e-12,3.54649093e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16558043e+01,-1.14502011e+01,7.08901913e-01,7.71244390e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.53000000e+04,30,2.23000000e-12,3.77105423e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16516951e+01,-1.14235372e+01,7.30441409e-01,9.21276158e-01,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.53600000e+04,30,2.29400000e-12,4.00228463e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16394066e+01,-1.13976920e+01,7.94856036e-01,1.06670111e+00,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.54200000e+04,30,2.38500000e-12,4.23099117e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.16225116e+01,-1.13735579e+01,8.83416781e-01,1.20249840e+00,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.54800000e+04,30,2.57100000e-12,4.44745815e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.15898979e+01,-1.13518881e+01,1.05437257e+00,1.32442911e+00,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.55400000e+04,30,2.65100000e-12,4.64262416e-12,8.75000000e+01,7.92000000e+01,2.20000000e+01,-1.15765903e+01,-1.13332365e+01,1.12412916e+00,1.42937769e+00,7.85663959e-01,-1.15986681e+00,1.18690108e+00
7.56000000e+04,30,2.79700000e-12,4.94325904e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15533075e+01,-1.13059866e+01,1.24617358e+00,1.58270628e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.56600000e+04,30,2.91000000e-12,5.07945727e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15361070e+01,-1.12941827e+01,1.33633598e+00,1.64912434e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.57200000e+04,30,3.07200000e-12,5.17975053e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15125788e+01,-1.12856912e+01,1.45966718e+00,1.69690424e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.57800000e+04,30,3.20400000e-12,5.24728969e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14943075e+01,-1.12800650e+01,1.55544241e+00,1.72856156e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.58400000e+04,30,3.24300000e-12,5.28759076e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14890531e+01,-1.12767422e+01,1.58298535e+00,1.74725816e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.59000000e+04,30,3.35000000e-12,5.30685483e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14749552e+01,-1.12751628e+01,1.65688408e+00,1.75614492e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.59600000e+04,30,3.34200000e-12,5.31061596e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14759936e+01,-1.12748551e+01,1.65144116e+00,1.75787621e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.60200000e+04,30,3.36300000e-12,5.30274596e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14732731e+01,-1.12754992e+01,1.66570118e+00,1.75425216e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.60800000e+04,30,3.30900000e-12,5.28565153e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14803032e+01,-1.12769015e+01,1.62885051e+00,1.74636177e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.61400000e+04,30,3.41000000e-12,5.26141649e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14672456e+01,-1.12788973e+01,1.69729643e+00,1.73513160e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.62000000e+04,30,3.23300000e-12,5.23266710e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14903943e+01,-1.12812769e+01,1.57595477e+00,1.72174228e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.62600000e+04,30,3.46300000e-12,5.20216379e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14605475e+01,-1.12838160e+01,1.73240687e+00,1.70745544e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.63200000e+04,30,3.74000000e-12,5.17226644e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14271284e+01,-1.12863191e+01,1.90758454e+00,1.69337089e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.63800000e+04,30,3.85300000e-12,5.14290593e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14142010e+01,-1.12887914e+01,1.97534795e+00,1.67945978e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.64400000e+04,30,3.93400000e-12,5.11112871e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14051656e+01,-1.12914832e+01,2.02270980e+00,1.66431384e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.65000000e+04,30,3.76900000e-12,5.07101641e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14237739e+01,-1.12949050e+01,1.92516848e+00,1.64506015e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.65600000e+04,30,3.47300000e-12,5.01527374e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14592952e+01,-1.12997054e+01,1.73897119e+00,1.61804956e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.66200000e+04,30,3.25400000e-12,4.93818188e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.14875825e+01,-1.13064329e+01,1.59069400e+00,1.58019512e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.66800000e+04,30,3.12600000e-12,4.83813226e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15050110e+01,-1.13153223e+01,1.49933619e+00,1.53017682e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.67400000e+04,30,2.88200000e-12,4.71898813e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15403060e+01,-1.13261511e+01,1.31432542e+00,1.46924536e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.68000000e+04,30,2.79600000e-12,4.58971862e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15534628e+01,-1.13382139e+01,1.24535952e+00,1.40137063e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.68600000e+04,30,2.74300000e-12,4.46160192e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15617742e+01,-1.13505092e+01,1.20179270e+00,1.33218813e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.69200000e+04,30,2.54300000e-12,4.34532455e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15946536e+01,-1.13619778e+01,1.02944386e+00,1.26765696e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.69800000e+04,30,2.61200000e-12,4.24708827e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15830268e+01,-1.13719087e+01,1.09038977e+00,1.21177789e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.70400000e+04,30,2.56600000e-12,4.16800849e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.15907433e+01,-1.13800714e+01,1.04994099e+00,1.16584831e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.71000000e+04,30,2.40100000e-12,4.10390158e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16196078e+01,-1.13868031e+01,8.98637916e-01,1.12797082e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.71600000e+04,30,2.35600000e-12,4.04728376e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16278247e+01,-1.13928363e+01,8.55566370e-01,1.09402292e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.72200000e+04,30,2.38700000e-12,3.99016397e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16221476e+01,-1.13990093e+01,8.85324997e-01,1.05928937e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.72800000e+04,30,2.19900000e-12,3.92677526e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16577748e+01,-1.14059640e+01,6.98572936e-01,1.02015690e+00,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.73400000e+04,30,2.42200000e-12,3.85487159e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16158259e+01,-1.14139901e+01,9.18462447e-01,9.74995704e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.74000000e+04,30,1.85700000e-12,3.77592794e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17311881e+01,-1.14229763e+01,3.13751959e-01,9.24432327e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.74600000e+04,30,1.82700000e-12,3.69426103e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17382615e+01,-1.14324724e+01,2.76674550e-01,8.70999849e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.75200000e+04,30,1.93500000e-12,3.61515731e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17133190e+01,-1.14418728e+01,4.07418759e-01,8.18106080e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.75800000e+04,30,2.28000000e-12,3.54295875e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16420652e+01,-1.14506339e+01,7.80920253e-01,7.68809370e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.76400000e+04,30,1.43300000e-12,3.48018205e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18437538e+01,-1.14583980e+01,-2.76299606e-01,7.25122376e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.77000000e+04,30,1.55400000e-12,3.42660810e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18085490e+01,-1.14651356e+01,-9.17615178e-02,6.87211873e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.77600000e+04,30,1.43400000e-12,3.37968220e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18434508e+01,-1.14711241e+01,-2.74711533e-01,6.53515548e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.78200000e+04,30,1.41500000e-12,3.33482897e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18492436e+01,-1.14769264e+01,-3.05076005e-01,6.20867351e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.78800000e+04,30,1.57600000e-12,3.28668296e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18024438e+01,-1.14832422e+01,-5.97590373e-02,5.85330062e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.79400000e+04,30,1.33300000e-12,3.23034218e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18751699e+01,-1.14907515e+01,-4.40977496e-01,5.43077044e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.80000000e+04,30,1.70500000e-12,3.16316042e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17682756e+01,-1.14998788e+01,1.19345076e-01,4.91719775e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.80600000e+04,30,1.57000000e-12,3.08588733e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18041003e+01,-1.15106199e+01,-6.84424653e-02,4.31281779e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.81200000e+04,30,1.82500000e-12,3.00328128e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17387371e+01,-1.15224040e+01,2.74181119e-01,3.64975605e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.81800000e+04,30,1.68800000e-12,2.92359468e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17726276e+01,-1.15340828e+01,9.65328935e-02,2.99261432e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.82400000e+04,30,1.63200000e-12,2.85642791e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17872798e+01,-1.15441767e+01,1.97279310e-02,2.42465403e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.83000000e+04,30,1.57600000e-12,2.80983735e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18024438e+01,-1.15513188e+01,-5.97590373e-02,2.02278526e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.83600000e+04,30,1.54000000e-12,2.78884666e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18124793e+01,-1.15545754e+01,-1.12363492e-01,1.83954698e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.84200000e+04,30,1.50100000e-12,2.79398654e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18236193e+01,-1.15537757e+01,-1.70757750e-01,1.88454277e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.84800000e+04,30,1.54600000e-12,2.82222015e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18107905e+01,-1.15494091e+01,-1.03511235e-01,2.13024008e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.85400000e+04,30,1.61700000e-12,2.86848019e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17912900e+01,-1.15423481e+01,-1.29255634e-03,2.52754441e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.86000000e+04,30,1.65500000e-12,2.92767791e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17812020e+01,-1.15334767e+01,5.15870209e-02,3.02671998e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.86600000e+04,30,1.75300000e-12,2.99595561e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17562181e+01,-1.15234646e+01,1.82548745e-01,3.59007662e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.87200000e+04,30,1.84000000e-12,3.07102944e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17351822e+01,-1.15127160e+01,2.92815624e-01,4.19487584e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.87800000e+04,30,1.86600000e-12,3.15063579e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17290884e+01,-1.15016018e+01,3.24758440e-01,4.82024757e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.88400000e+04,30,1.89900000e-12,3.23109215e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17214750e+01,-1.14906507e+01,3.64666280e-01,5.43644317e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.89000000e+04,30,2.03500000e-12,3.30585420e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16914356e+01,-1.14807163e+01,5.22128293e-01,5.99542622e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.89600000e+04,30,2.20400000e-12,3.36551674e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16567884e+01,-1.14729482e+01,7.03743282e-01,6.43251709e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.90200000e+04,30,2.19100000e-12,3.39946399e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16593576e+01,-1.14685896e+01,6.90275878e-01,6.67777049e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.90800000e+04,30,2.06500000e-12,3.39925671e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.16850799e+01,-1.14686160e+01,5.55443560e-01,6.67628049e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.91400000e+04,30,1.95900000e-12,3.36094411e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17079656e+01,-1.14735387e+01,4.35480780e-01,6.39929299e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.92000000e+04,30,1.78100000e-12,3.28751357e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.17493361e+01,-1.14831324e+01,2.18623112e-01,5.85947553e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.92600000e+04,30,1.55700000e-12,3.18753335e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18077114e+01,-1.14965453e+01,-8.73709618e-02,5.10476721e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.93200000e+04,30,1.40700000e-12,3.07280668e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18517059e+01,-1.15124648e+01,-3.17983213e-01,4.20901360e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.93800000e+04,30,1.32300000e-12,2.95535570e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18784402e+01,-1.15293902e+01,-4.58119916e-01,3.25665589e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.94400000e+04,30,1.18300000e-12,2.84498416e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.19270153e+01,-1.15459201e+01,-7.12742862e-01,2.32655608e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.95000000e+04,30,1.13700000e-12,2.74836070e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.19442395e+01,-1.15609263e+01,-8.03029798e-01,1.48219608e-01,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.95600000e+04,30,1.20200000e-12,2.66878740e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.19200955e+01,-1.15736860e+01,-6.76470774e-01,7.64234284e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.96200000e+04,30,1.16200000e-12,2.60695227e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.19347939e+01,-1.15838669e+01,-7.53517133e-01,1.91378511e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.96800000e+04,30,1.19300000e-12,2.56146403e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.19233596e+01,-1.15915117e+01,-6.93580269e-01,-2.38777773e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.97400000e+04,30,1.31100000e-12,2.53008581e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18823973e+01,-1.15968647e+01,-4.78862680e-01,-5.39979382e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.98000000e+04,30,1.33300000e-12,2.50980492e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18751699e+01,-1.16003600e+01,-4.40977496e-01,-7.36651042e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.98600000e+04,30,1.39800000e-12,2.49785607e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18544928e+01,-1.16024326e+01,-3.32591836e-01,-8.53268965e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
7.99200000e+04,30,1.36100000e-12,2.49224041e-12,8.75000000e+01,7.92000000e+01,2.70000000e+01,-1.18661419e+01,-1.16034101e+01,-3.93654283e-01,-9.08269356e-02,7.85663959e-01,-1.15986681e+00,1.67551390e+00
